FIPS,State,County,Yrs_Potential_Life_Lost_per100K(YPLL),%_Fair/Poor_Health,%_Low_Birthweight_Births,%_Adult_Smokers,%_Adult_Obesity,"Healthy_Food_Access(0=Worst,10=Best)",%_Adults_Physical_Inactivity,%_Access_to_Excercise_Opportunities,%_Adults_Excessive_Drinking,%_Driving_Deaths_with_Alcohol_Involvement,Chlamydia_Cases_per_100K,Teen_Birth_Rate,%_Ppl_Under65_w/o_Insurance,PCP_per_100K,Dentists_per_100K,MHP_per_100K,Preventable_Hospitalization_Rate(per100K_Medicare_Enrollees),Graduation_Rate,%_Adults(25-44)_with_Some_Post-secondary_Ed,%_Ppl(16+)_Unemployed_&_Looking_for_Work,%_Children(under18)_Living_in_Poverty,80th_Percentile_MHI,20th_Percentile_MHI,%_Children_Living_in_Single_Parent_Household,Associations_per_10K,Violent_Crimes_per_100K,Injury_Death_Rate_per_100K,Avg_Daily_Particulate_Matter_in_Micrograms_per_Cubic_Meter,"County_Affected_by_Water_Violation(1=Yes,0=No)","%_Households_with_One_or_More Problems(overcrowding,high-housing-cost,lack-kitchen,lack-plumbing-facilities)",%_Lone_Commuters_who_Commute_More_Than_30Min,Premature_Deaths,Premature(under75)_Age_Adjusted_Mortality_per_100K,Child(under18)_Mortality_per_100K,Infant(within1yr)_Mortality_per_1K_live_births,%_Adults(20+)_Diagnosed_Diabetes,#_Ppl(Age13+)_diagnosed_HIV_per_100K,%_Pop_w/o_Adequate_Access_to_Food,Drug_Overdose_Deaths_per_100K,Motor_Vehicle_Deaths_per_100K,%_Children(under19)_w/o_Health_Insurance,Other_Primary_Care_Providers(non_physician)_per_100K,Median_Household_Income,%_Children_Enrolled_in_Free/Reduced_Lunch,#_Deaths_due_to_Homicide_per_100K,Resident_Population,%_under_18_years_of_age,%_Age_65_and_over,#_Non-Hispanic_Black_or_African_American,%_Non-Hispanic_Black_or_African_American,#_American_Indian_or_Alaskan_Native,%_American_Indian_or_Alaskan_Native,#_Asian,%_Asian,#_Native_Hawaiian/Other_Pacific_Islander,%_Native_Hawaiian/Other_Pacific_Islander,#_Hispanic,%_Hispanic,#_Non-Hispanic_White,%_Non-Hispanic_White,#_Not_Proficient_in_English,%_Not_Proficient_in_English,%_Female,#_Pop_Living_in_Rural_Area,%_Rural,Year
48423.0,Texas,Smith,7626.0,17.0,7.7103681443,17.0,28.2,6.0,27.6,72.133000181,17.0,28.272251309,501.34763361,48.112481463,25.277777778,102.27693000000001,58.489689999999996,87.73452999999999,57.05,92.595903614,62.064607264,5.1771699433,25.9,95706.0,20434.0,32.44760479,14.67049241,391.16205509,67.476701219,9.75,Yes,17.762946801,26.7,2569.0,374.8,67.711979954,6.3933809703,11.0,183.24428004,20.3,10.157862416,18.370263938,15.147508175,90.01928,45363.0,53.591638757,4.5,218842.0,24.880050447,15.522614489,38043.0,17.383774595,1827.0,0.8348488864,3359.0,1.5348973232,156.0,0.0712843056,40958.0,18.715785818,132911.0,60.733771397,8938.0,4.4755118698,51.685691047,66286.0,31.60780873,2016
48425.0,Texas,Somervell,7676.6,13.8,8.8549618321,13.9,29.9,7.7,30.0,78.798586572,17.7,28.571428571,244.24284717,38.61003861,22.830665543,92.40009,23.00437,11.50219,78.59,90.350241546,54.526204341,5.022506515,19.9,93385.0,20968.0,28.161478599,13.86001386,66.052764502,84.483244157,9.54,Yes,12.422360248,37.6,107.0,354.3,0.0,0.0,10.3,0.0,15.7,0.0,23.792933499,17.060964513,80.5153,51733.0,42.424242424,0.0,8694.0,23.510466989,18.081435473,79.0,0.9086726478,113.0,1.2997469519,87.0,1.0006901311,4.0,0.0460087417,1690.0,19.438693352,6678.0,76.811594203,298.0,3.6636341284,50.690131125,8490.0,100.0,2016
48427.0,Texas,Starr,6877.2,41.7,9.2258198423,19.5,29.9,4.4,24.4,13.243012728,13.5,30.952380952,322.97330196,92.444670567,34.622257429,17.75253,14.29593,14.29593,103.44,91.811023622,32.625237793,13.509186552,44.4,62239.0,11963.0,38.618341036,2.7435727773,264.71822574,30.980449706,8.56,Yes,20.708359923,20.4,550.0,342.7,56.690709961,4.9276255005,17.7,70.659272424,15.1,0.0,16.199578811,14.479828166,39.710899999999995,26699.0,92.023401024,4.9,62955.0,33.023588277,11.304900326,88.0,0.1397823842,192.0,0.3049797474,181.0,0.2875069494,7.0,0.0111190533,60283.0,95.755698515,2377.0,3.7757128107,16824.0,30.10575667,51.389087443,14453.0,23.705878494,2016
48429.0,Texas,Stephens,8814.8,18.3,7.8282828283,16.6,29.6,5.9,26.8,50.965732087,17.1,16.666666667,264.15891801,68.437180797,28.236303819,43.25727,53.16321,21.26528,100.84,97.5,40.372960373,4.3125434732,32.3,83986.0,16856.0,29.522497704,12.977181789,133.77238115,98.814229249,9.67,Yes,14.788732394,10.9,140.0,407.4,0.0,0.0,11.6,241.14735373,17.4,0.0,22.511368241,16.378908073,63.795849999999994,44110.0,54.657534247,0.0,9405.0,22.286018075,19.064327485,221.0,2.3498139288,105.0,1.1164274322,49.0,0.5209994684,4.0,0.0425305688,2157.0,22.93460925,6869.0,73.035619351,331.0,3.7165955536,47.666135035,3791.0,39.366562825,2016
48431.0,Texas,Sterling,0.0,20.4,0.0,16.1,30.8,4.0,28.2,83.202099738,16.8,0.0,0.0,58.823529412,19.798994975,0.0,0.0,0.0,0.0,0.0,65.131578947,2.7329192547,18.3,70385.0,18625.0,24.083769634,24.610336341,143.47202296,0.0,10.04,No,17.204301075,21.8,0.0,0.0,0.0,0.0,12.4,0.0,14.5,0.0,0.0,17.15210356,74.68260000000001,59854.0,32.307692308,0.0,1339.0,26.661687827,16.654219567,15.0,1.1202389843,24.0,1.7923823749,2.0,0.1493651979,1.0,0.074682599,509.0,38.013442868,774.0,57.804331591,75.0,6.1074918567,47.796863331,1143.0,100.0,2016
48433.0,Texas,Stonewall,0.0,17.4,0.0,14.9,29.4,7.0,30.1,0.0,14.4,75.0,271.18644068,0.0,28.424976701,0.0,0.0,71.27584,135.97,0.0,37.647058824,3.9051603905,21.7,86542.0,14143.0,15.424164524,27.932960894,244.17314095,0.0,9.55,Yes,7.3170731707,16.2,25.0,531.5,0.0,0.0,13.5,0.0,17.0,0.0,0.0,22.865853659,213.82751,42780.0,33.201581028,0.0,1403.0,22.380612972,25.801853172,47.0,3.3499643621,19.0,1.3542409123,13.0,0.9265858874,0.0,0.0,219.0,15.609408411,1101.0,78.474697078,21.0,1.6228748068,51.888809694,1490.0,100.0,2016
48435.0,Texas,Sutton,6111.2,18.7,9.6534653465,12.5,30.2,8.7,25.8,84.835271318,17.6,5.2631578947,430.37974684,65.589353612,26.023304452,99.85022,25.17623,0.0,83.72,0.0,53.219315895,3.5163776493,19.9,92392.0,23169.0,19.633027523,17.473789316,104.75423046,0.0,9.88,No,10.526315789,13.5,40.0,312.0,0.0,0.0,12.3,0.0,9.6,0.0,0.0,16.635514019,75.5287,60435.0,38.972162741,0.0,3972.0,25.478348439,16.062437059,13.0,0.3272910373,41.0,1.0322255791,17.0,0.4279959718,1.0,0.0251762336,2414.0,60.775427996,1514.0,38.116817724,375.0,10.008006405,49.72306143,776.0,18.798449612,2016
48437.0,Texas,Swisher,6817.9,22.2,10.224438903,16.4,30.0,6.1,30.2,53.20855615,16.1,33.333333333,354.83462172,104.88742449,27.658839779,12.881620000000002,26.381739999999997,0.0,86.72,83.980582524,37.680355161,6.1533172912,28.9,78460.0,16198.0,30.662020906,16.746103311,281.61909966,71.815127344,9.45,No,11.641221374,22.1,97.0,371.9,0.0,0.0,13.2,0.0,17.9,0.0,0.0,15.870718765,39.57262,37527.0,63.035264484,0.0,7581.0,25.39242844,18.137448885,569.0,7.5056061206,109.0,1.4378050389,32.0,0.4221079013,6.0,0.0791452315,3190.0,42.078881414,3703.0,48.845798707,269.0,3.7496515194,47.698192851,2951.0,37.573211103,2016
48439.0,Texas,Tarrant,6451.9,17.3,8.239080691,14.5,28.1,6.2,25.9,97.013544245,16.8,32.611832612,466.66414914,46.76983311,23.223732271,57.85908,54.59144,85.69108,54.9,87.802669881,61.802724215,4.9807715419,21.7,111941.0,24797.0,32.755254482,7.214074927,436.92520666,44.408969247,9.82,Yes,17.889932886,40.0,17253.0,328.7,57.707098167,7.4196578464,10.2,282.04364261,18.5,9.1858992438,10.191229395,12.156207095,53.10071000000001,58127.0,48.294543876,5.1,1945360.0,27.087839783,10.218108731,299862.0,15.414216392,17327.0,0.8906834725,102177.0,5.2523440391,4512.0,0.2319365053,541344.0,27.82744582,959932.0,49.344697125,116434.0,6.6951414597,51.075122342,23304.0,1.2882013273,2016
48441.0,Texas,Taylor,8520.9,18.2,8.8062892214,16.2,31.3,5.8,23.8,84.825787417,17.3,24.242424242,580.64177774,53.917345266,22.209677419,67.8512,68.81599,131.71233,45.78,92.222222222,62.683901435,4.2025961273,21.7,87986.0,19140.0,37.165143887,12.302690934,378.00670125,62.226437778,9.63,Yes,15.326251897,9.4,1667.0,428.4,69.328362233,8.3924672489,10.0,157.72583057,18.7,11.173655995,15.334354174,11.467889908,91.75466,45559.0,46.813704497,4.1,135143.0,24.642045833,13.885291876,9446.0,6.9896332033,1304.0,0.9649038426,2587.0,1.9142685896,201.0,0.1487313438,31833.0,23.555049096,88160.0,65.234603346,2700.0,2.1828236036,51.128804304,21085.0,16.033488966,2016
48443.0,Texas,Terrell,0.0,19.4,0.0,13.1,29.7,3.8,29.7,0.0,16.0,20.0,0.0,0.0,35.02170767,0.0,0.0,0.0,139.92,0.0,50.214592275,4.1501976285,24.9,98881.0,15545.0,33.6,0.0,337.4957813,0.0,11.13,Yes,4.3181818182,22.4,0.0,0.0,0.0,0.0,13.8,0.0,11.1,0.0,0.0,27.683615819,107.87487,39503.0,32.75862069,0.0,927.0,20.064724919,22.977346278,12.0,1.2944983819,26.0,2.8047464941,22.0,2.3732470334,0.0,0.0,453.0,48.867313916,426.0,45.954692557,57.0,7.2243346008,46.817691478,984.0,100.0,2016
48445.0,Texas,Terry,8302.6,22.3,10.49604601,15.9,32.4,5.9,28.4,26.179748636,17.0,50.0,467.77134702,95.205479452,29.365724741,31.38978,15.69982,0.0,97.3,94.744897959,43.110419907,4.3687589158,29.0,77500.0,22269.0,37.545899633,14.125402182,228.96989566,85.399797571,9.26,Yes,13.431013431,29.3,186.0,467.9,75.171014057,0.0,12.5,49.35834156,13.5,0.0,19.307211811,16.652458085,47.09946,38752.0,64.912280702,0.0,12739.0,26.93304027,14.569432452,546.0,4.2860507104,141.0,1.1068372714,75.0,0.5887432295,5.0,0.0392495486,6771.0,53.151738755,5257.0,41.26697543,722.0,6.1688311688,47.185807363,3121.0,24.669986562,2016
48447.0,Texas,Throckmorton,0.0,14.4,0.0,13.7,28.9,3.6,29.2,0.0,16.1,0.0,0.0,0.0,31.407035176,125.0,0.0,62.18905,123.89,0.0,57.249070632,3.937947494,21.3,82944.0,18040.0,38.988095238,25.0,40.404040404,135.71869217,9.69,No,7.8947368421,31.9,27.0,421.9,0.0,0.0,11.8,0.0,18.0,0.0,0.0,22.68907563,124.37811,43618.0,43.769968051,0.0,1608.0,21.455223881,25.310945274,14.0,0.8706467662,14.0,0.8706467662,7.0,0.4353233831,0.0,0.0,191.0,11.878109453,1371.0,85.26119403,22.0,1.4666666667,50.995024876,1641.0,100.0,2016
48449.0,Texas,Titus,7651.9,21.5,8.1010679865,16.9,31.5,6.7,27.2,58.266839859,16.1,42.424242424,391.88072131,74.360778794,30.731916108,55.24692,39.99262,52.29803999999999,57.77,97.091584158,42.905111305,6.2868068834,29.7,81551.0,20606.0,28.257640068,10.12860256,231.6319896,71.021411412,10.35,No,17.779868297,18.3,369.0,388.1,45.815516188,0.0,12.0,97.858848397,17.3,0.0,22.857962414,16.348088531,46.14533,40680.0,69.417679095,6.3,32506.0,29.163846674,13.15757091,3070.0,9.4444102627,788.0,2.4241678459,324.0,0.9967390636,52.0,0.159970467,13503.0,41.54002338,15211.0,46.79443795,3712.0,12.455121968,50.529133083,16347.0,50.556689553,2016
48451.0,Texas,Tom Green,7382.1,19.0,7.5063382832,16.1,25.9,6.4,30.0,72.47786326,18.2,37.931034483,579.09093317,52.181936233,22.898062701,71.33288,53.16959,114.91493,50.4,88.844122658,54.313649632,4.0382086499,21.3,88595.0,18962.0,36.282816002,12.091793239,270.02512899,60.268867106,9.99,No,14.499342027,10.4,1308.0,374.9,45.489006823,5.0174715527,10.9,88.458792058,16.0,8.1196370522,13.833583286,13.026916304,76.32409,45261.0,44.11296316,4.6,116608.0,23.555845225,14.453553787,4500.0,3.8590834248,1295.0,1.1105584523,1520.0,1.3035126235,150.0,0.1286361142,44397.0,38.073717069,64224.0,55.076838639,3501.0,3.3119850152,50.290717618,17240.0,15.64087676,2016
48453.0,Texas,Travis,4929.5,14.8,7.7346298453,11.8,20.4,6.4,15.5,96.994921241,23.0,34.937238494,624.23328563,41.253295407,20.959809063,84.48161,66.71618000000001,212.22348,50.15,86.763544848,71.21457543,4.0195495715,23.1,121076.0,24633.0,33.101137119,9.3491793597,381.31081626,55.325013742,8.77,Yes,21.441521442,32.0,7311.0,259.3,42.921861633,5.2049216606,8.1,458.19699813,17.8,13.154444762,9.7287876206,10.899352359,64.45756,61779.0,48.394330103,2.9,1151145.0,23.038887369,8.4337768048,93078.0,8.085688597,15129.0,1.3142566749,74516.0,6.4732071112,1322.0,0.1148421789,389835.0,33.864977913,572408.0,49.725099792,82792.0,8.1559232205,49.624591168,55961.0,5.463522171,2016
48455.0,Texas,Trinity,11612.5,17.9,8.7209302326,16.5,30.8,6.2,30.1,71.484401783,14.4,34.782608696,321.47599413,56.758530184,26.587955336,20.84347,7.0303700000000005,7.0303700000000005,97.17,90.364583333,37.631763879,5.9821428571,31.3,66208.0,16326.0,31.524725275,13.895643716,238.97556137,100.8036676,8.83,Yes,13.390010627,47.5,328.0,554.1,0.0,0.0,13.9,188.24684891,20.0,0.0,33.589204035,15.303430079,35.15186,36645.0,64.148527529,0.0,14224.0,19.6287964,25.288245219,1384.0,9.7300337458,117.0,0.8225534308,64.0,0.449943757,3.0,0.0210911136,1313.0,9.2308773903,11199.0,78.733127109,150.0,1.087587007,51.834926884,11265.0,77.236887213,2016
48457.0,Texas,Tyler,11563.8,15.2,8.4065244668,15.9,32.6,4.0,30.8,39.713314343,17.6,12.121212121,167.76959642,64.734299517,23.586642125,23.29482,9.33794,23.34485,87.49,88.060344828,44.723420949,8.004198924,26.3,86184.0,19880.0,30.110429448,14.442787924,359.1997575,96.21522606,9.19,Yes,12.530562347,44.2,409.0,516.9,69.91784653,0.0,11.1,129.95451592,21.6,15.542430836,35.113290049,13.640595903,9.33794,40442.0,49.201009251,6.8,21418.0,19.394901485,20.580819871,2342.0,10.934727799,164.0,0.7657110841,77.0,0.3595106919,9.0,0.0420207302,1642.0,7.6664487814,16969.0,79.227752358,158.0,0.7726539195,45.914651228,17006.0,78.131030047,2016
48459.0,Texas,Upshur,10906.0,14.1,7.7172312224,15.4,32.4,6.3,28.7,30.779210868,17.6,26.829268293,317.53969246,50.180018002,23.396605832,30.08725,9.91228,27.258760000000002,67.23,96.382415254,53.853798587,5.0913768155,23.5,92545.0,20860.0,25.602223595,8.7754488015,262.9362938,81.777705984,10.24,No,14.271082281,41.8,693.0,494.2,79.466803384,7.0032098045,10.8,117.91026726,19.4,0.0,27.991958674,13.427135678,12.39035,46346.0,46.890014284,5.1,40354.0,24.047182435,17.10115478,3368.0,8.3461366903,432.0,1.0705258463,210.0,0.5203945086,18.0,0.0446052436,3183.0,7.8876939089,32602.0,80.790008425,511.0,1.3692023258,50.51791644,31172.0,79.299905874,2016
48461.0,Texas,Upton,6308.2,21.3,9.8901098901,15.3,30.4,7.8,27.6,65.871833085,17.0,7.6923076923,365.51934207,68.831168831,26.505602241,59.31198,0.0,0.0,80.0,0.0,45.598194131,3.1567683253,18.9,103735.0,20575.0,31.959798995,8.896797153,39.304313648,65.935383324,10.79,No,9.7457627119,23.6,45.0,420.5,0.0,0.0,12.7,0.0,12.0,0.0,0.0,20.484359233,57.90388,55918.0,38.017565872,0.0,3454.0,28.517660683,13.781123335,56.0,1.6213086277,100.0,2.895193978,14.0,0.4053271569,0.0,0.0,1823.0,52.779386219,1496.0,43.312101911,173.0,5.7436918991,49.044585987,3355.0,100.0,2016
48463.0,Texas,Uvalde,8737.2,28.7,8.1506849315,17.1,31.2,6.0,29.1,48.206779019,15.1,31.25,646.68062201,79.207920792,28.248384781,44.566590000000005,51.628130000000006,40.56496,61.69,80.433604336,53.83994837,5.7235605672,34.2,78058.0,15842.0,38.554866541,11.513035728,297.64128621,64.739048938,8.77,No,23.094688222,16.9,330.0,407.6,49.583498612,0.0,15.0,56.37243388,13.3,0.0,19.431729856,14.189189189,47.94041,37933.0,66.137109308,0.0,27117.0,27.83124977,16.026846628,166.0,0.6121621123,301.0,1.110004794,183.0,0.674853413,26.0,0.0958808128,19034.0,70.192130398,7554.0,27.857063834,1894.0,7.6673953526,50.684072722,8287.0,31.384207536,2016
48465.0,Texas,Val Verde,6193.7,28.1,7.0774091627,16.4,28.8,7.1,28.4,85.705517707,15.8,20.0,392.15686275,81.468287772,29.695575834,30.849600000000002,32.6704,38.796099999999996,48.61,91.769578313,48.395572896,5.6909739929,31.4,87534.0,17448.0,31.547285954,6.9925755301,171.56928708,45.943817275,10.28,Yes,17.074807112,9.9,472.0,333.5,33.075115328,4.080991995,14.7,52.435635258,11.4,6.8351765526,12.671880802,16.003813675,42.8799,41437.0,63.557936796,3.1,48974.0,28.87246294,13.799158737,656.0,1.339486258,449.0,0.9168130028,384.0,0.7840895169,81.0,0.1653938825,39368.0,80.385510679,8239.0,16.823212317,7480.0,16.641452345,49.199575285,4965.0,10.157736451,2016
48467.0,Texas,Van Zandt,9592.9,15.0,6.6491270031,15.4,31.3,6.8,35.2,27.326499173,16.6,21.951219512,251.77866367,49.37664042,26.111760915,15.24361,26.460029999999996,28.35003,62.29,94.176342525,48.76838561,5.246977691,22.9,84976.0,18693.0,27.342412134,12.385434729,192.7047488,93.289975707,9.8,Yes,16.528711847,48.9,906.0,457.7,59.980806142,7.0905223351,11.2,47.915668424,18.8,18.375597207,31.042116528,14.937205651,11.34001,43377.0,45.662613671,5.3,52910.0,23.454923455,19.826119826,1549.0,2.9276129276,529.0,0.9998109998,243.0,0.4592704593,40.0,0.0756000756,5393.0,10.192780193,44649.0,84.386694387,946.0,1.9040334917,50.933660934,39444.0,75.018543525,2016
48469.0,Texas,Victoria,7567.4,19.3,8.4454805553,15.4,34.0,6.4,28.3,74.132706555,17.0,25.396825397,546.66233519,70.765606596,23.149366023,79.97512,50.5045,109.79238000000001,69.04,81.711111111,54.069058903,4.1436642107,24.3,100336.0,21220.0,40.308120811,10.66334918,550.57744411,62.688804597,8.66,Yes,16.35082224,18.9,1064.0,377.1,54.555957297,5.7803468208,11.9,134.25048095,14.9,12.57498761,14.068539964,11.978778082,60.38581,51003.0,54.080142249,4.6,91081.0,25.817678769,14.572742943,5540.0,6.0824979963,776.0,0.851988889,1237.0,1.3581317728,74.0,0.0812463631,41245.0,45.283868205,42113.0,46.236866086,2621.0,3.1808638454,50.885475566,23110.0,26.626571267,2016
48471.0,Texas,Walker,7697.6,19.5,8.4304318026,18.8,30.9,4.8,28.2,77.9593581,19.4,35.820895522,647.58507777,26.542800265,24.680044593,34.8751,37.25515,40.12094,82.19,77.9664903,47.84101813,5.3756977243,27.9,85613.0,13452.0,35.063964889,6.8297077757,385.92629583,54.71859638,8.68,Yes,19.280397022,34.3,807.0,393.8,56.386313914,5.9333637608,10.2,3623.4751072,23.6,5.3136502845,15.281303325,14.903759669,32.95648,39984.0,54.763456275,5.6,69789.0,15.559758701,11.401510267,15714.0,22.516442419,569.0,0.8153147344,814.0,1.1663729241,61.0,0.0874063248,12452.0,17.842353379,39834.0,57.077762971,1384.0,2.1029279929,41.209932797,30933.0,45.582882657,2016
48473.0,Texas,Waller,6490.5,20.0,8.0038341721,19.8,30.9,6.4,26.8,17.824325888,15.7,26.984126984,403.54397277,32.449910503,28.573792191,8.847010000000001,14.95088,38.44511,50.43,95.992844365,43.516342662,5.0300864987,23.0,102178.0,21079.0,32.105609321,7.5199610731,220.46957747,71.730439749,8.64,Yes,19.532987398,53.0,435.0,332.4,43.916420118,0.0,11.1,191.26205634,19.7,0.0,20.717632041,17.629233512,4.27168,50589.0,67.063222298,8.3,46820.0,24.002563007,11.546347715,11530.0,24.626228108,730.0,1.559162751,378.0,0.8073472875,44.0,0.0939769329,13952.0,29.799231098,20294.0,43.344724477,1927.0,4.6122546673,50.222127296,26632.0,61.641013772,2016
48475.0,Texas,Ward,9327.6,21.3,10.912190963,15.5,30.6,6.9,27.8,65.396884969,16.9,16.326530612,533.13723688,81.252329482,23.108448928,26.6809,8.60215,17.2043,82.71,86.975524476,45.402518123,3.4976682212,19.1,95092.0,16150.0,37.574552684,12.451085023,438.05528134,77.446478951,11.12,No,9.6569250318,24.6,159.0,463.8,0.0,0.0,12.2,69.092584063,13.9,0.0,26.633286281,14.528069093,111.82796,53244.0,38.141166155,0.0,11625.0,28.008602151,14.107526882,456.0,3.9225806452,197.0,1.6946236559,80.0,0.688172043,9.0,0.0774193548,5991.0,51.535483871,4907.0,42.210752688,616.0,6.0356652949,50.296774194,2972.0,27.88515669,2016
48477.0,Texas,Washington,6936.6,15.6,7.7340569878,14.6,30.2,6.4,26.8,74.328251972,16.6,27.777777778,489.83662335,37.770147445,24.07713287,67.35584,31.94146,46.46031,48.56,94.602941176,52.32127599,4.5477418543,21.7,90515.0,20988.0,35.742916379,17.5710897,231.34816435,62.644792208,8.68,Yes,14.983713355,21.2,419.0,342.4,40.589906643,0.0,11.5,104.84011882,19.5,0.0,19.615284571,16.747413906,49.36407,55139.0,49.127416026,5.0,34438.0,21.551774203,19.765956211,5974.0,17.347116557,176.0,0.5110633602,607.0,1.762587839,14.0,0.0406527673,5184.0,15.053138974,22316.0,64.800511063,468.0,1.4632773661,50.743364888,18036.0,53.490717124,2016
48479.0,Texas,Webb,5994.0,35.1,7.5178907721,18.1,31.5,7.8,27.0,81.739005369,14.5,17.924528302,412.46739617,84.145138028,34.852853639,31.61965,25.874390000000002,25.49939,70.88,90.8271777,47.160928016,5.0744533381,42.3,81304.0,14722.0,38.346717583,3.3143488447,473.49819632,40.333496812,8.28,Yes,32.706514439,22.5,1888.0,307.4,47.293364377,5.1454138702,15.2,199.5120741,10.7,10.655301012,10.004253237,14.737495718,35.99915,37935.0,77.555958863,4.0,266673.0,34.002317445,8.6532944843,787.0,0.2951179909,1570.0,0.5887360175,1871.0,0.7016083368,129.0,0.0483738511,254006.0,95.249987813,9916.0,3.7184116877,56277.0,24.074897971,51.179159495,6507.0,2.5996388392,2016
48481.0,Texas,Wharton,8351.4,21.6,9.544895449,15.6,31.6,6.6,28.7,56.586724806,16.1,28.846153846,491.70400872,59.01937046,26.308021762,46.0986,41.29421,29.148850000000003,48.7,95.301268499,46.827450574,4.6811833885,24.4,82186.0,16442.0,39.836096458,17.468944099,423.57333163,69.871368751,8.69,Yes,16.632513661,27.4,528.0,399.1,48.140846362,6.1904761905,13.1,171.08383108,17.3,0.0,25.014678752,14.990580425,36.43607,44110.0,57.167256313,0.0,41168.0,25.935192382,15.750097163,5431.0,13.19228527,294.0,0.7141469102,229.0,0.5562572872,22.0,0.0534395647,16334.0,39.676447726,18861.0,45.814710455,1941.0,5.0619376711,50.667994559,20597.0,49.895833333,2016
48483.0,Texas,Wheeler,8697.5,15.3,6.7193675889,14.1,29.5,7.6,29.5,76.432532348,17.7,42.307692308,177.74617846,51.978277735,28.257655755,52.164840000000005,35.00175,35.00175,83.46,0.0,54.425465839,3.5474592522,17.3,100264.0,24240.0,22.307157748,27.821248479,218.43334749,108.58942339,9.89,Yes,9.3418259023,22.8,89.0,453.9,0.0,0.0,10.7,0.0,15.1,0.0,31.608892635,22.615979381,17.50088,52548.0,35.012809564,0.0,5714.0,26.356317816,17.203360168,127.0,2.2226111306,87.0,1.5225761288,42.0,0.7350367518,2.0,0.0350017501,1559.0,27.283864193,3881.0,67.920896045,252.0,4.8714479026,48.949947497,5410.0,100.0,2016
48485.0,Texas,Wichita,8668.7,18.4,8.4563129539,18.6,28.9,5.5,29.4,83.886692015,17.4,29.577464789,515.35812829,57.689322197,22.239370996,79.51714,83.86536,120.88700999999999,53.51,93.267113095,57.005538786,4.869071406,29.1,87389.0,19677.0,38.518024032,10.60228555,405.34910221,71.568118383,9.82,Yes,13.514074997,6.6,1814.0,458.8,80.535352529,8.71039852,10.7,148.13189225,19.9,16.920858367,14.820933697,11.899817909,74.04329,43379.0,46.79899357,4.5,132355.0,22.777379019,13.765252541,13489.0,10.191530354,1743.0,1.316912848,2931.0,2.2144988856,165.0,0.1246647274,24171.0,18.262249254,88178.0,66.62234143,2554.0,2.0761020655,48.400891542,14027.0,10.666920152,2016
48487.0,Texas,Wilbarger,8720.6,19.3,7.0107858243,16.3,29.6,6.0,28.9,58.766161803,16.3,39.130434783,354.50294162,64.781021898,24.848823146,38.07783,38.54159,138.74971,55.66,91.484848485,53.635757171,4.9238201412,23.9,77098.0,16494.0,42.529817954,15.992689056,441.89453125,65.766856494,9.77,Yes,13.951219512,9.6,194.0,443.9,0.0,0.0,12.2,119.13489736,17.9,0.0,12.744941851,13.827160494,23.124950000000002,39377.0,55.010224949,0.0,12973.0,23.579742542,16.858089879,1042.0,8.0320665999,197.0,1.518538503,130.0,1.0020812457,19.0,0.1464580282,3718.0,28.659523626,7769.0,59.885916904,337.0,2.7276406313,50.951977183,2963.0,21.891392686,2016
48489.0,Texas,Willacy,7595.7,36.9,8.7652760219,19.9,29.1,7.3,26.9,0.0,14.5,31.578947368,426.14924291,71.540743326,29.547454431,31.932850000000002,4.56558,22.82792,67.63,87.534364261,34.134767479,12.344827586,45.9,63836.0,9342.0,42.857142857,5.9303863875,902.3228112,47.242663759,8.66,No,18.401486989,27.3,232.0,368.3,56.639944231,0.0,16.5,350.36983483,16.2,0.0,20.85927162,14.248388782,41.09026,29782.0,86.905772496,0.0,21903.0,25.293338812,12.582751221,410.0,1.8718896955,143.0,0.6528786011,175.0,0.798977309,12.0,0.0547870155,19201.0,87.663790348,2060.0,9.4051043236,2482.0,12.040945035,45.386476738,7653.0,34.57576579,2016
48491.0,Texas,Williamson,4258.9,13.2,7.3594470046,12.0,28.7,7.1,18.2,94.035899583,19.1,39.455782313,363.19241088,29.036546874,16.995629579,66.02776,53.14257,80.73581999999999,44.78,94.602027516,74.753565881,4.300859779,10.0,126627.0,35406.0,22.797673222,6.1993911009,142.29115609,38.257196369,8.88,Yes,13.524942187,40.8,2889.0,223.7,34.339432387,4.5376672686,8.0,101.51669798,15.2,7.906834894,7.9053590597,11.338789697,45.57997,73098.0,27.526447813,1.6,489250.0,27.133776188,10.897087379,29910.0,6.1134389371,4387.0,0.8966785897,29207.0,5.9697496168,733.0,0.1498211548,117119.0,23.938477261,302054.0,61.738170669,14283.0,3.3699991506,50.859887583,50679.0,11.98994982,2016
48493.0,Texas,Wilson,5582.1,16.1,7.6691729323,13.4,27.6,8.1,28.0,58.837783681,17.9,20.0,265.94545864,30.339919468,19.783408467,37.43009,23.70587,21.5508,52.1,96.719395866,58.306999904,4.1203948528,15.1,118573.0,27286.0,25.716087191,7.9263728037,101.38431516,53.503813862,8.46,Yes,13.425925926,57.7,473.0,307.1,42.081949059,0.0,11.1,70.983946707,12.2,10.279756223,19.954304642,12.83323522,32.326190000000004,62752.0,34.302733006,4.8,46402.0,24.764018792,14.863583466,700.0,1.5085556657,438.0,0.9439248308,236.0,0.5085987673,18.0,0.0387914314,17924.0,38.62764536,27011.0,58.21085298,962.0,2.2859587007,49.857764752,36850.0,85.861410131,2016
